Id,SalePrice
1461,121910.63060665825
1462,160565.57760197745
1463,185842.6471886202
1464,191247.8458380563
1465,186196.48808281164
1466,173337.7177961138
1467,171892.01282961605
1468,170000.31264030118
1469,178043.59106541227
1470,126354.5710200776
1471,203502.53338821643
1472,92536.05078870466
1473,95923.36111167388
1474,152178.9020469281
1475,119792.77603298068
1476,370385.59825770254
1477,251736.60951931385
1478,284242.3664080211
1479,271810.0794635659
1480,476678.3811462341
1481,333103.58841024013
1482,203272.7918953356
1483,175121.8107214321
1484,164752.8478531004
1485,174728.47307681444
1486,197674.00992129347
1487,329614.9230604023
1488,234458.18367525542
1489,202798.39552276535
1490,218420.99739367928
1491,192605.70832328187
1492,92251.28342188694
1493,172868.6059525813
1494,289056.49654756184
1495,287732.8329963744
1496,238313.11102139472
1497,186358.58323664352
1498,160981.0997631179
1499,156169.48308336537
1500,151125.62478613073
1501,176589.6060108912
1502,149357.89462320792
1503,301770.6572819226
1504,237835.69476665382
1505,223354.77433058855
1506,187208.6242281917
1507,239336.5843696615
1508,198440.48498823255
1509,165459.41279721435
1510,147521.5781595744
1511,143858.17530661554
1512,177274.70922688552
1513,140150.46140313853
1514,150378.08284219872
1515,190443.8672152402
1516,149156.52735322464
1517,159590.55187687208
1518,133351.07053385695
1519,226258.87428935608
1520,135809.58617645357
1521,135764.59520171187
1522,166665.36929816852
1523,115511.86779380242
1524,124434.58339466449
1525,121917.0727273844
1526,119727.72114573125
1527,103713.33591264024
1528,129193.82570369
1529,148430.07936547822
1530,166512.81785169063
1531,111460.00427504432
1532,100738.78396161513
1533,148793.3325504735
1534,116625.62734829774
1535,153996.13568678475
1536,111654.88390517261
1537,66231.66878364803
1538,158277.01955388393
1539,193190.91573162345
1540,99002.75197481934
1541,144713.6452313423
1542,143216.18208166945
1543,221042.51842539222
1544,81433.20793560136
1545,108943.22425837217
1546,129482.4930537826
1547,136288.31826919224
1548,132395.99482818076
1549,110092.36724663363
1550,140290.16362221137
1551,115708.52824791853
1552,127741.32051684434
1553,149256.3142417029
1554,114740.13074410011
1555,173773.27505045515
1556,86679.56502791468
1557,105200.85720327764
1558,89727.01715418874
1559,86733.02745299976
1560,135458.8088017876
1561,136383.0031344822
1562,129987.47258623104
1563,121973.9292213682
1564,158255.1345854756
1565,146922.04209052876
1566,239290.13399760326
1567,73339.13688121412
1568,226086.03652714862
1569,139172.0063941143
1570,138234.76511906326
1571,116773.03382190588
1572,146543.10600235936
1573,245381.24239236998
1574,110604.7844483298
1575,220573.57821268155
1576,233521.07203279086
1577,194528.11351542795
1578,138619.66071144622
1579,146253.64147381112
1580,194051.57179584488
1581,152020.77479273727
1582,130767.3392571488
1583,328619.82580725884
1584,229823.33699564688
1585,141798.97355802474
1586,70803.7853950139
1587,98666.40814175247
1588,147788.60475772613
1589,96811.06972723057
1590,136126.79827887323
1591,98045.89875894465
1592,117722.74147029032
1593,123674.01828029638
1594,130027.16962592582
