Id,SalePrice
1461,127686.77615548692
1462,161263.0814828798
1463,183248.29383366194
1464,187938.37116253944
1465,183534.84569578824
1466,172324.6569909853
1467,171086.96583202796
1468,169436.2663742667
1469,176434.16194155827
1470,131543.72003795888
1471,198563.58591271748
1472,102143.07645717796
1473,105080.66472784804
1474,153993.64312218616
1475,125803.64967344723
1476,343656.30601586023
1477,240515.0512295114
1478,268719.7741599451
1479,257908.81376880853
1480,435928.07306456746
1481,311260.05670799344
1482,198382.63082709527
1483,173912.52127144023
1484,164888.78996427995
1485,173558.0627257983
1486,193513.07986984396
1487,308207.3909689582
1488,225509.9860889081
1489,197962.5172113632
1490,211559.77292407554
1491,189125.44974865613
1492,101905.515264303
1493,171957.0650301805
1494,272920.5861354374
1495,271835.87280674855
1496,228820.4757237047
1497,183687.811571617
1498,161637.807274887
1499,157433.2649081292
1500,153044.5384795147
1501,175192.40499251458
1502,151507.63154363306
1503,284022.4500655239
1504,228426.87001922337
1505,215812.39517516163
1506,184449.25563489858
1507,229731.3711599291
1508,194199.2384312231
1509,165517.92314747532
1510,149910.37892703814
1511,146741.65566024854
1512,175827.38544955806
1513,143518.87129922377
1514,152403.05962810927
1515,187245.10121878996
1516,151368.70515398707
1517,160407.3588334721
1518,137669.32766739873
1519,218348.40024646508
1520,139739.85855590843
1521,139699.6768284476
1522,166599.77421087588
1523,122107.83132952856
1524,129852.46011681051
1525,127674.49671517267
1526,125783.83996612455
1527,111873.38848535724
1528,133996.6054629045
1529,150716.93631933953
1530,166407.75842707886
1531,118582.30894451571
1532,109270.4135111201
1533,151025.7594571403
1534,123097.70112425166
1535,155522.4141807188
1536,118749.35514211986
1537,79306.51702889557
1538,159298.08499364858
1539,189622.48574963133
1540,107767.45382871365
1541,147495.05620130894
1542,146179.56002601644
1543,213799.462008033
1544,92512.77515362749
1545,116432.61920587413
1546,134277.0048214727
1547,140188.53605098816
1548,136776.28007657456
1549,117409.63638230583
1550,143639.77915677938
1551,122275.850973219
1552,132758.52368584776
1553,151447.15349942466
1554,121444.4029588076
1555,172727.00836732402
1556,97052.23900134089
1557,113110.86728027536
1558,99714.46330361624
1559,97053.11021789176
1560,139437.7045621447
1561,140273.48867041827
1562,134688.43327887455
1563,127724.57123651527
1564,159247.33322417774
1565,149384.9811700018
1566,229772.38571139745
1567,85495.71224903814
1568,218179.0872333152
1569,142674.73607707836
1570,141865.71878755398
1571,123214.84340397704
1572,149075.6586209644
1573,234941.59628735395
1574,117812.34170619307
1575,213410.17958295898
1576,224695.85209609746
1577,190767.5392150637
1578,142176.8342721282
1579,148828.47884254038
1580,190381.4759295234
1581,153880.55503722146
1582,135371.81177762835
1583,307333.8343413006
1584,221451.13402187207
1585,144961.34019110494
1586,83281.36484009137
1587,107468.78311937572
1588,150153.98087821124
1589,105884.90439009314
1590,140019.6288995161
1591,106940.20397089125
1592,123998.44299840907
1593,129224.44590677394
1594,134721.7246613837
1595,120743.32883961468
1596,234285.83125105113
1597,173998.81929473486
1598,189461.06680130944
1599,172040.95874580098
1600,170181.82484901894
1601,80536.27423354881
1602,118545.71873557517
1603,95823.44814410702
1604,258847.6813123293
1605,234639.85246806405
1606,170395.7162096272
1607,166373.1264551852
1608,211184.73202626558
1609,188116.18422400954
1610,157432.81820078174
1611,144201.4419772241
1612,168430.22767655383
1613,165751.42500683627
1614,128690.74583147287
1615,96552.72293996475
1616,87523.90630282063
1617,100574.26057880129
1618,129717.74785884761
1619,141394.03458274092
1620,162176.25588216924
1621,139121.36392288076
1622,145935.5901744105
1623,257448.63029588072
1624,206192.8116061238
1625,125837.5458394927
1626,163038.13210537747
1627,185381.17944528905
1628,258005.38570035913
1629,174918.54702357634
1630,321298.2406130319
1631,203403.44941649865
1632,229904.62884533915
1633,169656.55895353865
1634,187452.31361024425
1635,176829.7221561845
1636,156365.06767808285
1637,185363.72824622254
1638,187586.59635746514
1639,177777.27498862596
1640,250760.81381345264
1641,172424.2692822135
1642,218617.49402864184
1643,214150.27914098251
1644,222133.17319361356
1645,188639.78891883715
1646,157922.98576347652
1647,156381.05976810245
1648,138937.23033902276
1649,145127.4963893392
1650,121986.6575317221
1651,127037.49436433872
1652,106554.78297197771
1653,108670.30506616514
1654,151357.41560958116
1655,149543.7457772437
1656,149524.65068719262
1657,152578.30200708588
1658,154436.3403615344
1659,132911.48514522624
1660,156665.6026964153
1661,431527.64309285034
1662,370261.18511344545
1663,356623.4126519027
1664,404451.34917315043
1665,284572.668237143
1666,302342.05329162953
1667,352416.6769797323
1668,313876.690991257
1669,278633.4515915243
1670,321622.21221141017
1671,248928.18531644644
1672,403199.55649698095
1673,275106.54752704315
1674,234598.9635848152
1675,185175.99677516008
1676,189056.42264254633
1677,216107.23697480254
1678,400203.7366276427
1679,360889.79897856596
1680,320687.9251562895
1681,232473.99922469456
1682,287017.08949330053
1683,176701.93878746143
1684,172671.00692972608
1685,170799.66482449247
1686,167477.742036937
1687,166311.21158828647
1688,188679.51145568735
1689,186875.9055831181
1690,186350.7121952148
1691,175469.53225979526
1692,246623.66230128598
1693,167244.96944527878
1694,179463.32495782094
1695,168086.80109611593
1696,255753.2779091855
1697,171000.012995659
1698,331684.3564057518
1699,297360.5674330992
1700,234010.59424967162
1701,252995.78896957423
1702,242729.1112657233
1703,248446.79033848838
1704,271146.22907163546
1705,216987.07838104057
1706,372991.22161429387
1707,211736.82758250443
1708,202717.39512744785
1709,257641.08689753673
1710,216476.59520026678
1711,247571.32544895774
1712,247187.11845031055
1713,260116.04432398066
1714,214535.63964568358
1715,199332.37616520782
1716,181223.55772941685
1717,173890.00558264193
1718,139927.46990355372
1719,197312.45554396656
1720,230305.9867794667
1721,169055.1291519534
1722,130452.17532213325
1723,157287.64207071872
1724,207392.95279330044
1725,229658.93862345384
1726,187731.5542497481
1727,163420.3116773765
1728,179968.41051481632
1729,163003.9644307793
1730,154970.56583451392
1731,127147.80088679542
1732,135520.17715845356
1733,123468.4291728821
1734,128250.73185473672
1735,140680.51764936498
1736,124434.70976710864
1737,304115.7014818428
1738,212734.96072967543
1739,277105.4828443835
1740,211633.9548277179
1741,187273.38409526393
1742,170616.1244542196
1743,173088.16642800116
