Id,SalePrice
1461,122749.35326290825
1462,161308.21041447745
1463,184621.6159386202
1464,190511.8458380563
1465,185142.23808281164
1466,174684.4990461138
1467,171583.59095461605
1468,168551.32826530118
1469,179186.30981541227
1470,126666.5944575776
1471,203539.65838821643
1472,92962.87891370466
1473,95818.76736167388
1474,151562.0192344281
1475,119910.98697048068
1476,366791.02013270254
1477,247385.79701931385
1478,284439.1632830211
1479,276578.5013385659
1480,473937.8811462341
1481,330285.22903524013
1482,204105.7997078356
1483,174943.8341589321
1484,165985.2541031004
1485,176398.07463931444
1486,196973.80679629347
1487,333203.0480604023
1488,234512.79305025542
1489,202349.87989776535
1490,218648.13801867928
1491,191847.92707328187
1492,94238.87326563694
1493,172576.4887650813
1494,286444.16842256184
1495,286378.7236213744
1496,236732.77508389472
1497,183468.99729914352
1498,159904.4982006179
1499,155118.36589586537
1500,151105.26541113073
1501,176400.7075733912
1502,149835.69149820792
1503,295681.6572819226
1504,240271.71820415382
1505,224212.49308058855
1506,189184.8117281917
1507,242257.5999946615
1508,197257.31311323255
1509,164470.31904721435
1510,148107.7500345744
1511,144803.24561911554
1512,174828.60766438552
1513,140821.00827813853
1514,154158.58284219872
1515,191384.3750277402
1516,149333.64454072464
1517,160945.77062687208
1518,132521.94553385695
1519,227554.29616435608
1520,136724.43773895357
1521,136895.41551421187
1522,164657.01773566852
1523,115839.07091880242
1524,124795.73573841449
1525,122079.6899148844
1526,119106.62348948125
1527,103147.65622514024
1528,128587.99757869
1529,149022.69655297822
1530,168039.27097669063
1531,111789.50818129432
1532,101127.80349286513
1533,151546.4575504735
1534,116570.04922329774
1535,154958.97162428475
1536,112375.50499892261
1537,66999.86018989803
1538,157140.77736638393
1539,190002.18916912345
1540,100165.01759981934
1541,142868.6686688423
1542,142226.74458166945
1543,221380.08092539222
1544,83249.26262310136
1545,105142.86488337217
1546,128503.5907100326
1547,135506.24795669224
1548,132511.77217193076
1549,110803.89849663363
1550,141486.71049721137
1551,115892.53996666853
1552,131082.42989184434
1553,149391.5095542029
1554,114830.87683785011
1555,173650.39223795515
1556,87649.21737166468
1557,103915.51735952764
1558,89377.99762293874
1559,88099.45323424976
1560,133427.8283330376
1561,136119.0734469822
1562,130920.93742998104
1563,121682.7260963682
1564,159892.9002104756
1565,146556.19834052876
1566,231746.57931010326
1567,74351.77750621412
1568,225011.59121464862
1569,141661.2251441143
1570,139945.57761906326
1571,116115.01429065588
1572,148635.55912735936
1573,244703.31270486998
1574,113124.9367920798
1575,219581.89071268155
1576,231698.62672029086
1577,195779.41820292795
1578,136830.01227394622
1579,146268.86803631112
1580,193029.59523334488
1581,148604.68885523727
1582,130172.1478508988
1583,328077.98205725884
1584,228533.55574564688
1585,141626.47355802474
1586,72443.5197700139
1587,98395.43157925247
1588,149042.58913272613
1589,97041.40957098057
1590,136242.13421637323
1591,98030.93000894465
1592,119577.34693904032
1593,123628.59249904638
1594,129541.92353217582
1595,115189.39762227566
1596,240165.5868555263
1597,172089.8438720854
1598,193980.17036712583
1599,175276.21111170552
1600,175519.57171085858
1601,66118.72018237747
1602,111736.45574185606
1603,83629.7106866877
1604,269487.89753159916
1605,245490.3388390449
1606,169838.90084193804
1607,167873.15810091945
1608,216935.74857293392
1609,192000.95260643517
1610,156735.25237056735
1611,142699.28717249958
1612,169684.70134013824
1613,166466.36175834318
1614,123507.6027639955
1615,86592.74915806833
1616,76061.11948080972
1617,89889.55270760818
1618,123860.49185819157
1619,137969.14207324502
1620,160394.85290151875
1621,134900.29292168107
1622,144015.16890471138
1623,273889.3343873274
1624,214478.34904959923
1625,119643.25484808144
1626,161098.1082326048
1627,187379.27872756368
1628,271076.6397223241
1629,175614.55570931593
1630,336205.66549514595
1631,207720.70219168402
1632,239353.51855803363
1633,169561.56719430082
1634,188304.1029671328
1635,177216.18450993375
1636,156180.70392525534
1637,187137.19881303314
1638,192309.0867199588
1639,178742.2269034859
1640,264010.44917509984
1641,174183.20470237426
1642,227456.10499132762
1643,225767.43580735134
1644,232066.92508529886
1645,191974.29268369213
1646,155881.33586242236
1647,154901.4054499088
1648,136177.08622987277
1649,141296.73249390273
1650,115010.4195833496
1651,121248.45389545948
1652,97842.32017595535
1653,98967.06669461861
1654,148935.12330583777
1655,146371.65765444294
1656,146724.5427617787
1657,150819.35652108342
1658,151293.43944791227
1659,127890.17111421992
1660,154211.72221479658
1661,467044.0400151226
1662,404216.55243116384
1663,388111.6645447216
1664,444379.2285206545
1665,303867.9113882319
1666,317966.86860692815
1667,383502.9711482938
1668,334613.2983559519
1669,289459.4586447273
1670,347707.62316747464
1671,261549.9616052237
1672,440901.69062538026
1673,291699.8657014135
1674,247766.5702135731
1675,188444.47763744672
1676,191560.6912573013
1677,222207.79626307226
1678,439113.3234575534
1679,395514.70675667
1680,342537.26901713724
1681,241817.30723686953
1682,301508.8506675449
1683,179087.1564288899
1684,173693.1757185377
1685,169713.99456338474
1686,169961.12526310893
1687,167298.2285477525
1688,191040.54785471104
1689,191183.59590426376
1690,188642.45043431802
1691,177595.8314910752
1692,256994.82532716964
1693,169683.5220039602
1694,179808.95955677968
1695,166804.0611459075
1696,269512.98653184285
1697,170407.42709957814
1698,357551.3043251219
1699,315110.9160042333
1700,243214.41509474808
1701,264464.5084271338
1702,253785.86156285816
1703,260134.53792585613
1704,288180.91362168244
1705,224913.50886844742
1706,407698.5550690349
1707,218560.176956627
1708,210406.23427671025
1709,267623.48545211845
1710,223216.88936120569
1711,258586.75624133408
1712,260360.50347998107
1713,274819.3154338106
1714,222040.88908171369
1715,204968.94419128494
1716,183978.665327145
1717,174839.7180425923
1718,135363.92134703923
1719,201959.53285952314
1720,236310.945289098
1721,168293.4130198761
1722,127251.84208604293
